Date,Sales,Year,Month,Day,DayOfWeek,Week,Quarter,DayOfYear,IsWeekend,Lag_1,Lag_7,Lag_30,RollingMean_7,RollingMean_30,RollingStd_7,ExpandingMean,Z_Score,Anomaly,Anomaly Type
2015-04-02,1458.558,2015,4,2,3,14,2,92,0,119.88799999999999,459.146,8.85,1033.9295714285709,1896.3391666666669,696.7237750610005,1127.0125671641792,-0.17815975932257916,False,Normal
2015-04-04,475.844,2015,4,4,5,14,2,94,1,1458.558,145.13,19.44,1081.174428571428,1911.5526333333332,634.8772064464529,1117.4365588235294,-0.6039286326014843,False,Normal
2015-04-05,5179.738,2015,4,5,6,14,2,95,1,475.844,1493.216,11.364,1607.820428571428,2083.8317666666667,1688.459230128439,1176.310492753623,1.434071892885486,False,Normal
2015-04-06,1650.69,2015,4,6,0,15,2,96,0,5179.738,890.841,55.672,1716.3702857142853,2136.999033333333,1658.848206316421,1183.0873428571429,-0.09491699982101244,False,Normal
2015-04-07,1021.1700000000001,2015,4,7,1,15,2,97,0,1650.69,1170.3220000000001,19.456,1695.0628571428567,2170.3895,1667.9638730567415,1180.8068169014084,-0.367661685565325,False,Normal
2015-04-08,1958.75,2015,4,8,2,15,2,98,0,1021.1700000000001,1959.552,2203.151,1694.9482857142852,2162.2428,1667.9427049345973,1191.6115833333333,0.03855251328483474,False,Normal
2015-04-11,1915.24,2015,4,11,5,15,2,101,1,1958.75,119.88799999999999,47.76,1951.4271428571424,2224.492133333333,1516.5443673192617,1201.524301369863,0.01970145013078874,False,Normal
2015-04-12,1872.443,2015,4,12,6,15,2,102,1,1915.24,1458.558,1345.8919999999998,2010.5535714285709,2242.0438333333336,1502.1255977913174,1210.5907702702702,0.001159300054858901,False,Normal
2015-04-13,638.576,2015,4,13,0,16,2,103,0,1872.443,475.844,370.452,2033.8009999999995,2250.9813,1475.437435506378,1202.9639066666668,-0.5334236634177515,False,Normal
2015-04-15,294.71999999999997,2015,4,15,2,16,2,105,0,638.576,5179.738,705.562,1335.9412857142852,2237.286566666667,680.6760863770219,1191.0133289473686,-0.6824020861228226,False,Normal
2015-04-16,39.072,2015,4,16,3,16,2,106,0,294.71999999999997,1650.69,1561.062,1105.7101428571423,2186.553566666667,815.6467928877729,1176.0530519480521,-0.7931636718089994,False,Normal
2015-04-18,1020.532,2015,4,18,5,16,2,108,1,39.072,1021.1700000000001,741.956,1105.6189999999995,2195.8394333333335,815.6578496941186,1174.0591923076922,-0.3679381042803855,False,Normal
2015-04-19,205.47,2015,4,19,6,16,2,109,1,1020.532,1958.75,918.314,855.1504285714282,2172.0779666666667,778.3615857183074,1161.7985696202531,-0.721070378159104,False,Normal
2015-04-20,1250.45,2015,4,20,0,17,2,110,0,205.47,1915.24,2108.55,760.180428571428,2143.4746333333333,658.8395472535411,1162.9067125,-0.2683242514131837,False,Normal
2015-04-21,845.36,2015,4,21,1,17,2,111,0,1250.45,1872.443,370.78200000000004,613.4542857142852,2159.2939,451.6349740581837,1158.9863827160493,-0.4438328051496235,False,Normal
2015-04-22,257.752,2015,4,22,2,17,2,112,0,845.36,638.576,471.92,559.0508571428567,2152.154966666667,470.6413678883043,1147.9957195121951,-0.6984187743020636,False,Normal
2015-04-23,643.98,2015,4,23,3,17,2,113,0,257.752,294.71999999999997,3960.358,608.9451428571423,2041.6090333333332,456.24113910055763,1141.9232409638555,-0.531082336245045,False,Normal
2015-04-25,2379.9939999999997,2015,4,25,5,17,2,115,1,643.98,39.072,28106.716,943.362571428571,1184.0516333333333,739.137944021898,1156.6621785714287,0.22105991956529783,False,Normal
2015-04-26,282.568,2015,4,26,6,17,2,116,1,2379.9939999999997,1020.532,590.762,837.9391428571423,1173.7785000000001,777.9079906645612,1146.378717647059,-0.6876670394541939,False,Normal
2015-04-28,2578.476,2015,4,28,1,18,2,118,0,282.568,205.47,4109.816,1176.9399999999994,1122.7338333333332,953.576191505762,1163.031011627907,0.3070538684722472,False,Normal
2015-04-29,768.8439999999999,2015,4,29,2,18,2,119,0,2578.476,1250.45,464.09299999999996,1108.1391428571424,1132.8922,964.6976242628791,1158.5001264367816,-0.47698398759722144,False,Normal
2015-04-30,1048.74,2015,4,30,3,18,2,120,0,768.8439999999999,845.36,945.064,1137.193428571428,1136.3480666666667,958.5071167509675,1157.2528522727273,-0.3557167577060502,False,Normal
2015-05-02,506.12,2015,5,2,5,18,2,122,1,1048.74,257.752,65.38,1172.674571428571,1151.0394000000001,924.5214458162952,1149.9367528089888,-0.59081130812316,False,Normal
2015-05-03,72.632,2015,5,3,6,18,2,123,1,506.12,643.98,459.146,1091.0534285714282,1138.1555999999998,1001.0312228741515,1137.9667,-0.7786235274870095,False,Normal
2015-05-04,187.43200000000002,2015,5,4,0,19,2,124,0,72.632,2379.9939999999997,145.13,777.8302857142853,1139.5656666666666,864.1743442889309,1127.5212637362638,-0.7288854891030866,False,Normal
2015-05-05,260.977,2015,5,5,1,19,2,125,0,187.43200000000002,282.568,1493.216,774.7458571428567,1098.4910333333332,866.2726452421173,1118.102304347826,-0.6970215166906686,False,Normal
2015-05-06,254.456,2015,5,6,2,19,2,126,0,260.977,2578.476,890.841,442.7429999999995,1077.2782,353.1401049880402,1108.8157849462366,-0.699846793243818,False,Normal
2015-05-07,1091.35,2015,5,7,3,19,2,127,0,254.456,768.8439999999999,1170.3220000000001,488.8152857142851,1074.6458,417.87920746255816,1108.6299787234043,-0.3372556269086726,False,Normal
2015-05-08,1799.97,2015,5,8,4,19,2,128,0,1091.35,1048.74,1959.552,596.1338571428566,1069.3264000000001,628.8518984213274,1115.907242105263,-0.03024021959494977,False,Normal
2015-05-09,394.48,2015,5,9,5,19,2,129,1,1799.97,506.12,119.88799999999999,580.1852857142852,1078.4794666666667,632.9177863932008,1108.3923750000001,-0.6391802506770026,False,Normal
2015-05-10,2343.799,2015,5,10,6,19,2,130,1,394.48,72.632,1458.558,904.6377142857137,1107.9875,867.8850627179103,1121.1285257731959,0.20537813995461776,False,Normal
2015-05-11,1642.802,2015,5,11,0,20,2,131,0,2343.799,187.43200000000002,475.844,1112.5477142857137,1146.8861,841.3544033217345,1126.4517244897959,-0.09833454029812386,False,Normal
2015-05-12,734.846,2015,5,12,1,20,2,132,0,1642.802,260.977,5179.738,1180.243285714285,998.7230333333334,778.10351311605,1122.496111111111,-0.4917138989994567,False,Normal
2015-05-13,898.382,2015,5,13,2,20,2,133,0,734.846,254.456,1650.69,1272.2327142857139,973.6460999999999,682.6174824347376,1120.25497,-0.4208605902437668,False,Normal
2015-05-14,310.88,2015,5,14,3,20,2,134,0,898.382,1091.35,1021.1700000000001,1160.7369999999994,949.9697666666667,774.624768168628,1112.2413564356434,-0.6754006340297547,False,Normal
2015-05-16,289.28,2015,5,16,5,20,2,136,1,310.88,1799.97,1958.75,944.9241428571423,894.3207666666666,777.2873061878574,1104.1731078431374,-0.6847590105897959,False,Normal
2015-05-17,91.68,2015,5,17,6,20,2,137,1,289.28,394.48,1915.24,901.6669999999995,833.5354333333332,820.2633609824953,1094.3430776699029,-0.7703708257872101,False,Normal
2015-05-18,944.964,2015,5,18,0,21,2,138,0,91.68,2343.799,1872.443,701.833428571428,802.6194666666667,529.0853143425148,1092.9067403846154,-0.40067855797895935,False,Normal
2015-05-19,91.62,2015,5,19,1,21,2,139,0,944.964,1642.802,638.576,480.2359999999995,784.3875999999999,370.31253751927477,1083.3706761904762,-0.7703968212776547,False,Normal
2015-05-20,320.10400000000004,2015,5,20,2,21,2,140,0,91.62,734.846,294.71999999999997,420.9871428571423,785.2337333333334,355.6757110249544,1076.1700471698114,-0.6714042606320778,False,Normal
2015-05-21,4264.3279999999995,2015,5,21,3,21,2,141,0,320.10400000000004,898.382,39.072,901.8365714285709,926.0756,1510.1810681909144,1105.9659158878505,1.0374630277545904,False,Normal
2015-05-22,180.93,2015,5,22,4,21,2,142,0,4264.3279999999995,310.88,1020.532,883.2722857142852,898.0888666666666,1519.426719677481,1097.4007685185186,-0.7317025337509286,False,Normal
2015-05-23,323.75800000000004,2015,5,23,5,21,2,143,1,180.93,289.28,205.47,888.1977142857138,902.0318,1517.2345962486718,1090.303128440367,-0.6698211352640042,False,Normal
2015-05-24,116.28,2015,5,24,6,21,2,144,1,323.75800000000004,91.68,1250.45,891.7119999999994,864.2261333333333,1515.1091796386486,1081.4483727272727,-0.759712674704941,False,Normal
2015-05-25,119.53999999999999,2015,5,25,0,22,2,145,0,116.28,944.964,845.36,773.7942857142851,840.0321333333334,1542.153076493771,1072.7825315315315,-0.7583002530574533,False,Normal
2015-05-26,1325.718,2015,5,26,1,22,2,146,0,119.53999999999999,91.62,257.752,950.0939999999994,875.6309999999999,1521.5728470640609,1075.0408839285715,-0.23571377516683267,False,Normal
2015-05-27,2157.394,2015,5,27,2,22,2,147,0,1325.718,320.10400000000004,643.98,1212.5639999999996,926.0781333333332,1552.9303459983753,1084.6192300884957,0.12461665001598414,False,Normal
2015-05-28,221.96800000000002,2015,5,28,3,22,2,148,0,2157.394,4264.3279999999995,2379.9939999999997,635.0839999999995,854.1439333333333,796.1564783231777,1077.0521140350877,-0.7139224848031985,False,Normal
2015-05-30,1924.913,2015,5,30,5,22,2,150,1,221.96800000000002,180.93,282.568,884.224428571428,908.8887666666667,896.855353381981,1084.4248173913043,0.02389235644862572,False,Normal
2015-05-31,773.7,2015,5,31,6,22,2,151,1,1924.913,323.75800000000004,2578.476,948.5018571428566,848.7295666666666,865.570049767652,1081.7461551724139,-0.47488008590390846,False,Normal
2015-06-01,5188.5199999999995,2015,6,1,0,23,2,152,0,773.7,116.28,768.8439999999999,1673.107571428571,996.0521000000001,1737.0979443865335,1116.8467863247863,1.437876766170221,False,Normal
2015-06-02,738.598,2015,6,2,1,23,2,153,0,5188.5199999999995,119.53999999999999,1048.74,1761.5444285714277,985.7140333333333,1658.8170487096884,1113.6412881355932,-0.4900883143303236,False,Normal
2015-06-03,531.16,2015,6,3,2,23,2,154,0,738.598,1325.718,506.12,1648.0361428571425,986.5486999999999,1719.6780830671316,1108.746487394958,-0.5799625234442973,False,Normal
2015-06-04,456.272,2015,6,4,3,23,2,155,0,531.16,2157.394,72.632,1405.0187142857137,999.3367,1755.5251022476264,1103.3092,-0.6124083615844995,False,Normal
2015-06-06,1374.0010000000002,2015,6,6,5,23,2,157,1,456.272,221.96800000000002,187.43200000000002,1569.5948571428564,1038.889,1678.440062785118,1105.5463223140496,-0.21479477074792194,False,Normal
2015-06-07,281.397,2015,6,7,6,23,2,158,1,1374.0010000000002,1924.913,260.977,1334.8068571428569,1039.5696666666668,1734.4687547905776,1098.7910000000002,-0.688174384776037,False,Normal
2015-06-08,2501.264,2015,6,8,0,24,2,159,0,281.397,773.7,254.456,1581.6017142857138,1114.4632666666666,1763.978392652682,1110.1932195121951,0.27360113833549243,False,Normal
2015-06-09,5463.008,2015,6,9,1,24,2,160,0,2501.264,5188.5199999999995,1091.35,1620.8142857142852,1260.1852,1858.0639777794356,1145.2965645161291,1.5568009358559893,False,Normal
2015-06-10,491.55,2015,6,10,2,24,2,161,0,5463.008,738.598,1799.97,1585.5217142857139,1216.5711999999999,1879.832606295626,1140.066592,-0.597123879719447,False,Normal
2015-06-13,14.52,2015,6,13,5,24,2,164,1,491.55,531.16,394.48,1511.7159999999997,1203.9058666666667,1937.3891599977965,1131.1336825396827,-0.8038010264989129,False,Normal
2015-06-14,212.94,2015,6,14,6,24,2,165,1,14.52,456.272,2343.799,1476.9542857142849,1132.8772333333334,1961.5155266290583,1123.903811023622,-0.7178339395987564,False,Normal
2015-06-15,942.9739999999999,2015,6,15,0,25,2,166,0,212.94,1374.0010000000002,1642.802,1415.3789999999992,1109.5496333333333,1972.0232386670718,1122.490296875,-0.40154074174537063,False,Normal
2015-06-16,763.792,2015,6,16,1,25,2,167,0,942.9739999999999,281.397,734.846,1484.292571428571,1110.5145,1933.8502528640247,1119.7096899224805,-0.4791728078926533,False,Normal
2015-06-17,3356.4860000000003,2015,6,17,2,25,2,168,0,763.792,2501.264,898.382,1606.467142857142,1192.4513,2033.2671479314051,1136.9156615384616,0.6441330604851025,False,Normal
2015-06-18,139.8,2015,6,18,3,25,2,169,0,3356.4860000000003,5463.008,310.88,846.0088571428565,1186.7486333333334,1157.23659811399,1129.3040916030536,-0.7495224424506739,False,Normal
2015-06-20,1828.9496,2015,6,20,5,25,2,171,1,139.8,491.55,289.28,1037.065942857142,1238.0709533333331,1198.623586774759,1134.6044363636363,-0.01768457101349747,False,Normal
2015-06-21,4107.443,2015,6,21,6,25,2,172,1,1828.9496,14.52,91.68,1621.769228571428,1371.9297199999999,1560.3771209837275,1156.9566060150376,0.9694913191146801,False,Normal
2015-06-22,1975.498,2015,6,22,0,26,2,173,0,4107.443,212.94,944.964,1873.5632285714278,1406.2808533333332,1432.0837543910156,1163.065123880597,0.04580872118425932,False,Normal
2015-06-23,109.49600000000001,2015,6,23,1,26,2,174,0,1975.498,942.9739999999999,91.62,1754.4949428571422,1406.87672,1551.9814944928705,1155.2609081481482,-0.7626518981578724,False,Normal
2015-06-24,4.272,2015,6,24,2,26,2,175,0,109.49600000000001,763.792,320.10400000000004,1645.992085714285,1396.3489866666669,1655.8611704160926,1146.7977544117648,-0.8082410562668436,False,Normal
2015-06-25,792.76,2015,6,25,3,26,2,176,0,4.272,3356.4860000000003,4264.3279999999995,1279.7455142857136,1280.6300533333333,1489.659748502551,1144.2135372262774,-0.46662218510602027,False,Normal
2015-06-27,616.14,2015,6,27,5,26,2,178,1,792.76,139.8,180.93,1347.794085714285,1295.1370533333331,1438.9231647536585,1140.3869173913045,-0.5431442438113203,False,Normal
2015-06-28,1645.791,2015,6,28,6,26,2,179,1,616.14,1828.9496,323.75800000000004,1321.628571428571,1339.20482,1430.3553368201617,1144.0229179856115,-0.09703953161581073,False,Normal
2015-06-29,46.68,2015,6,29,0,27,2,180,0,1645.791,4107.443,116.28,741.5195714285708,1336.88482,794.2024304927445,1136.1847542857142,-0.7898674436206293,False,Normal
2015-06-30,739.624,2015,6,30,1,27,2,181,0,46.68,1975.498,119.53999999999999,564.9661428571422,1357.5542866666665,583.6163184022864,1133.3722666666667,-0.48964379144372167,False,Normal
2015-07-01,601.0239999999999,2015,7,1,2,27,3,182,0,739.624,109.49600000000001,1325.718,635.1844285714278,1333.39782,548.1759004674036,1129.6233352112677,-0.5496933743706529,False,Normal
2015-07-02,79.56,2015,7,2,3,27,3,183,0,601.0239999999999,4.272,2157.394,645.9398571428565,1264.1366866666665,534.2969158175124,1122.2802349650349,-0.775621914857011,False,Normal
2015-07-04,247.40800000000002,2015,7,4,5,27,3,185,1,79.56,792.76,221.96800000000002,568.0324285714279,1264.9846866666667,548.8812379643236,1116.2047333333333,-0.7029003968547055,False,Normal
2015-07-05,1444.104,2015,7,5,6,27,3,186,1,247.40800000000002,616.14,1924.913,686.3129999999993,1248.95772,642.2458881573032,1118.4661075862068,-0.1844220729706734,False,Normal
2015-07-06,1038.472,2015,7,6,0,28,3,187,0,1444.104,1645.791,773.7,599.5531428571422,1257.7834533333332,520.5134811329153,1117.918202739726,-0.3601654526374624,False,Normal
2015-07-07,241.19400000000002,2015,7,7,1,28,3,188,0,1038.472,46.68,5188.5199999999995,627.3408571428564,1092.8725866666668,490.4000353396254,1111.9540925170068,-0.7055926631484137,False,Normal
2015-07-08,763.0740000000001,2015,7,8,2,28,3,189,0,241.19400000000002,739.624,738.598,630.6908571428565,1093.6884533333332,491.37402460967127,1109.5967945945947,-0.4794838872616398,False,Normal
2015-07-09,265.521,2015,7,9,3,28,3,190,0,763.0740000000001,601.0239999999999,531.16,582.7618571428565,1084.83382,510.7313663157691,1103.9318563758388,-0.6950527915476673,False,Normal
2015-07-11,2022.356,2015,7,11,5,28,3,192,1,265.521,79.56,456.272,860.3041428571422,1137.0366199999999,688.6085385075036,1110.054684,0.06611033270511169,False,Normal
2015-07-12,1960.012,2015,7,12,6,28,3,193,1,2022.356,247.40800000000002,1374.0010000000002,1104.9618571428564,1156.5703199999998,737.0893461049623,1115.683540397351,0.039099285100518605,False,Normal
2015-07-13,351.216,2015,7,13,0,29,3,194,0,1960.012,1444.104,281.397,948.8349999999994,1158.89762,768.3630305502063,1110.6541486842104,-0.657924732320226,False,Normal
2015-07-14,292.594,2015,7,14,1,29,3,195,0,351.216,1038.472,2501.264,842.2809999999994,1085.2752866666667,804.7185485412257,1105.3073503267974,-0.6833231930009082,False,Normal
2015-07-15,9.51,2015,7,15,2,29,3,196,0,292.594,241.19400000000002,5463.008,809.1832857142851,903.4920199999999,837.6520160776003,1098.1917831168832,-0.8059716499510337,False,Normal
2015-07-18,273.04,2015,7,18,5,29,3,199,1,9.51,763.0740000000001,491.55,739.1784285714278,896.2083533333333,862.262933280359,1092.8682232258063,-0.6917951233367899,False,Normal
2015-07-19,461.326,2015,7,19,6,29,3,200,1,273.04,265.521,14.52,767.1505714285707,911.1018866666667,847.3839865182622,1088.8198756410256,-0.6102186747727194,False,Normal
2015-07-20,2285.786,2015,7,20,0,30,3,201,0,461.326,2022.356,212.94,804.7834285714279,980.1967533333334,915.5287176531288,1096.4438636942675,0.18024353350194783,False,Normal
2015-07-21,1961.482,2015,7,21,1,30,3,202,0,2285.786,1960.012,942.9739999999999,804.993428571428,1014.1470200000001,915.8379788737648,1101.918788607595,0.03973617461641031,False,Normal
2015-07-22,1348.344,2015,7,22,2,30,3,203,0,1961.482,351.216,763.792,947.440285714285,1033.6320866666667,911.0281152181136,1103.4686327044024,-0.22591087572018947,False,Normal
2015-07-23,2613.1839999999997,2015,7,23,3,30,3,204,0,1348.344,292.594,3356.4860000000003,1278.9531428571422,1008.8553533333333,1045.3393709635359,1112.90435375,0.3220913931780762,False,Normal
2015-07-25,8341.289999999999,2015,7,25,5,30,3,206,1,2613.1839999999997,9.51,139.8,2469.2074285714275,1282.2383533333334,2735.7078773479425,1157.8011590062113,2.8038401396517565,False,Normal
2015-07-26,5039.994,2015,7,26,6,30,3,207,1,8341.289999999999,273.04,1828.9496,3150.200857142856,1389.2731666666666,2690.852201265077,1181.7653123456791,1.3735266626074116,False,Normal
2015-07-27,580.06,2015,7,27,0,31,3,208,0,5039.994,461.326,4107.443,3167.1628571428564,1271.6937333333333,2671.3815238683355,1178.0738687116566,-0.5587761987319818,False,Normal
2015-07-28,193.152,2015,7,28,1,31,3,209,0,580.06,2285.786,1975.498,2868.215142857142,1212.2822,2894.2472463881018,1172.0682475609756,-0.726407252347372,False,Normal
2015-07-30,1367.84,2015,7,30,3,31,3,211,0,193.152,1961.482,109.49600000000001,2783.409142857142,1254.2269999999999,2933.672866131199,1173.254743030303,-0.21746407435840417,False,Normal
2015-08-01,228.328,2015,8,1,5,31,3,213,1,1367.84,1348.344,4.272,2623.4068571428566,1261.695533333333,3053.09792055956,1167.562413253012,-0.7111669628160753,False,Normal
2015-08-02,886.28,2015,8,2,6,31,3,214,1,228.328,2613.1839999999997,792.76,2376.7062857142846,1264.8128666666667,3123.0305389302875,1165.8780874251497,-0.42610388066643434,False,Normal
2015-08-03,477.994,2015,8,3,0,32,3,215,0,886.28,8341.289999999999,616.14,1253.378285714285,1260.208,1718.3183335584822,1161.7835392857141,-0.6029971275272209,False,Normal
2015-08-04,2743.154,2015,8,4,1,32,3,216,0,477.994,5039.994,1645.791,925.2582857142852,1296.7867666666666,898.428381773713,1171.1407609467456,0.3784019580627318,False,Normal
2015-08-05,2408.7239999999997,2015,8,5,2,32,3,217,0,2743.154,580.06,46.68,1186.4959999999994,1375.5215666666666,1036.5675736538494,1178.420662352941,0.2335074269065008,False,Normal
2015-08-06,262.89,2015,8,6,3,32,3,218,0,2408.7239999999997,193.152,739.624,1196.458571428571,1359.6304333333333,1025.7074777600649,1173.066681871345,-0.6961926938036612,False,Normal
2015-08-08,3955.629,2015,8,8,5,32,3,220,1,262.89,1367.84,601.0239999999999,1566.1427142857137,1471.4506,1468.5276232268159,1189.2443697674419,0.9037166626755088,False,Normal
2015-08-09,3605.6850000000004,2015,8,9,6,32,3,221,1,3955.629,228.328,79.56,2048.622285714285,1588.9880999999998,1509.9624194339635,1203.2122346820809,0.7521005642066634,False,Normal
2015-08-11,451.62,2015,8,11,1,33,3,223,0,3605.6850000000004,886.28,247.40800000000002,1986.5279999999996,1595.7951666666665,1573.335409133824,1198.89273908046,-0.614423878610301,False,Normal
2015-08-12,1545.73,2015,8,12,2,33,3,224,0,451.62,477.994,1444.104,2139.0617142857136,1599.1826999999998,1449.6015640798921,1200.8746662857143,-0.1403917777720276,False,Normal
2015-08-15,337.5,2015,8,15,5,33,3,227,1,1545.73,2743.154,1038.472,1795.3968571428563,1575.8169666666665,1563.2245813260827,1195.969128409091,-0.663867301435852,False,Normal
2015-08-16,853.092,2015,8,16,6,33,3,228,1,337.5,2408.7239999999997,241.19400000000002,1573.163714285714,1596.2135666666666,1572.0518344461593,1194.0319694915254,-0.44048285294766804,False,Normal
2015-08-17,500.342,2015,8,17,0,34,3,229,0,853.092,262.89,763.0740000000001,1607.085428571428,1587.4558333333332,1541.3282295100491,1190.1348348314607,-0.5933146738529709,False,Normal
