Product Name,Total_Sales,Order_Count,Avg_Order_Value,Sales_Std,Active_Days,Cluster,Segment
ARKON Windshield Dashboard Air Vent Car Mount Holder,149.16,3,49.72,15.65773930042265,3,0,Low Demand
AT&T 1070 Corded Phone,1070.304,3,356.76800000000003,154.48507562868326,3,0,Low Demand
AT&T 1080 Corded phone,1945.258,7,277.894,124.98270862269975,7,2,Medium Demand
AT&T 1080 Phone,1589.084,3,529.6946666666666,372.98866141121954,3,0,Low Demand
AT&T 17929 Lendline Telephone,1339.104,10,133.9104,57.50998766823029,10,2,Medium Demand
AT&T 841000 Phone,1614.6,7,230.65714285714284,164.77652398671012,7,2,Medium Demand
AT&T CL2909,755.9399999999999,3,251.98,87.28843249824114,3,0,Low Demand
AT&T CL82213,481.234,5,96.2468,62.25767021982111,5,0,Low Demand
AT&T CL83451 4-Handset Telephone,1936.306,4,484.0765,378.1473733043772,4,0,Low Demand
AT&T EL51110 DECT,377.97,1,377.97,0.0,1,0,Low Demand
AT&T SB67148 SynJ,475.128,3,158.376,91.43842623317616,3,0,Low Demand
AT&T TR1909W,1738.662,4,434.6655,161.1818716967472,4,0,Low Demand
Aastra 57i VoIP phone,3426.132,6,571.022,484.47073355570194,6,2,Medium Demand
Aastra 6757i CT Wireless VoIP phone,2929.984,6,488.3306666666667,235.47766112195583,6,2,Medium Demand
Acco 3-Hole Punch,137.53199999999998,9,15.28133333333333,12.755588108746691,9,2,Medium Demand
Acco 6 Outlet Guardian Basic Surge Suppressor,38.272,2,19.136,20.002636626205057,2,0,Low Demand
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,289.456,6,48.24266666666667,29.983671147253908,6,0,Low Demand
Acco 6 Outlet Guardian Premium Surge Suppressor,432.432,8,54.054,23.598720643289116,8,2,Medium Demand
Acco 6 Outlet Guardian Standard Surge Suppressor,149.916,5,29.9832,16.453064188776512,5,0,Low Demand
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",2796.3399999999997,6,466.0566666666666,620.971164189342,6,2,Medium Demand
"Acco Banker's Clasps, 5 3/4""-Long",40.896,5,8.1792,6.288696144671008,5,0,Low Demand
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03,5,13.206,7.1811858352224816,5,0,Low Demand
Acco D-Ring Binder w/DublLock,235.18,9,26.13111111111111,16.65643947880552,9,2,Medium Demand
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",262.836,9,29.204,16.458262393096057,9,2,Medium Demand
Acco Economy Flexible Poly Round Ring Binder,8.352,3,2.7840000000000003,1.5947363418446323,3,0,Low Demand
Acco Expandable Hanging Binders,33.176,3,11.058666666666667,2.9467957739438497,3,0,Low Demand
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",410.004,10,41.0004,32.474854789513685,10,2,Medium Demand
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18,6,20.363333333333333,11.176655432939976,6,0,Low Demand
Acco Glide Clips,19.6,1,19.6,0.0,1,0,Low Demand
Acco Hanging Data Binders,41.910000000000004,7,5.9871428571428575,4.767396054751183,7,2,Medium Demand
Acco Hot Clips Clips to Go,67.116,6,11.186,9.900659048770441,6,0,Low Demand
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.388,7,25.05542857142857,15.95620429861211,7,2,Medium Demand
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.946,4,15.7365,18.26758910383816,4,0,Low Demand
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25,5,13.45,8.247383827614673,5,0,Low Demand
Acco Perma 2700 Stacking Storage Drawers,208.18,4,52.045,17.761196768986785,4,0,Low Demand
Acco Perma 3000 Stacking Storage Drawers,373.44399999999996,6,62.24066666666666,29.837857983887965,6,0,Low Demand
Acco Perma 4000 Stacking Storage Drawers,457.96799999999996,11,41.63345454545454,21.437694747167363,11,2,Medium Demand
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.817,5,11.9634,7.286967393916347,5,0,Low Demand
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.627,8,7.953375,5.718400773880254,8,2,Medium Demand
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.097,11,11.917909090909092,12.015144031217815,11,2,Medium Demand
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44,9,10.16,4.953,9,2,Medium Demand
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.255,4,21.31375,18.556673271808894,4,0,Low Demand
Acco Side-Punched Conventional Columnar Pads,41.64,4,10.41,5.722870608357313,4,0,Low Demand
"Acco Six-Outlet Power Strip, 4' Cord Length",299.976,8,37.497,22.959456514224627,8,2,Medium Demand
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.902,4,112.2255,95.17427489085483,4,0,Low Demand
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.96500000000003,3,150.98833333333334,45.737767308137514,3,0,Low Demand
Acco Suede Grain Vinyl Round Ring Binder,38.641999999999996,8,4.8302499999999995,4.244623952719487,8,2,Medium Demand
Acco Translucent Poly Ring Binders,77.68799999999999,7,11.098285714285712,6.312013036379802,7,2,Medium Demand
Accohide Poly Flexible Ring Binders,43.758,8,5.46975,2.74787303460071,8,2,Medium Demand
"Acme 10"" Easy Grip Assistive Scissors",448.76800000000003,8,56.096000000000004,31.526162323650226,8,2,Medium Demand
Acme Box Cutter Scissors,255.75,5,51.15,32.35010046352252,5,0,Low Demand
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",45.144,3,15.048,10.85816338060908,3,0,Low Demand
Acme Design Stainless Steel Bent Scissors,88.92,3,29.64,14.238595436348348,3,0,Low Demand
Acme Elite Stainless Steel Scissors,95.076,5,19.0152,10.38991295439957,5,0,Low Demand
Acme Forged Steel Scissors with Black Enamel Handles,279.3,8,34.9125,15.978830557960118,8,2,Medium Demand
Acme Galleria Hot Forged Steel Scissors with Colored Handles,195.05200000000002,3,65.01733333333334,39.33548526881718,3,0,Low Demand
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",305.8,5,61.160000000000004,24.78725075517654,5,0,Low Demand
Acme Kleen Earth Office Shears,44.232,5,8.8464,4.833676530344164,5,0,Low Demand
Acme Kleencut Forged Steel Scissors,35.587999999999994,3,11.862666666666664,4.6395867632078325,3,0,Low Demand
Acme Office Executive Series Stainless Steel Trimmers,159.402,7,22.771714285714285,12.738848269686518,7,2,Medium Demand
Acme Preferred Stainless Steel Scissors,90.88,4,22.72,8.032733034279179,4,0,Low Demand
Acme Rosewood Handle Letter Opener,43.67,3,14.556666666666667,2.2920805686828145,3,0,Low Demand
Acme Serrated Blade Letter Opener,7.632,1,7.632,0.0,1,0,Low Demand
Acme Softgrip Scissors,166.056,4,41.514,2.819778714722132,4,0,Low Demand
Acme Stainless Steel Office Snips,81.424,4,20.356,14.875398302790641,4,0,Low Demand
Acme Tagit Stainless Steel Antibacterial Scissors,196.01999999999998,6,32.669999999999995,8.743443257664568,6,0,Low Demand
Acme Titanium Bonded Scissors,102.0,5,20.4,8.584579197607766,5,0,Low Demand
Acme Value Line Scissors,69.35,9,7.705555555555555,2.782418512333789,9,2,Medium Demand
Acrylic Self-Standing Desk Frames,93.984,8,11.748,6.1946630486019405,8,2,Medium Demand
"Adams ""While You Were Out"" Message Pads",72.848,5,14.5696,5.109620416430168,5,0,Low Demand
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",227.04,8,28.38,13.480737580499285,8,2,Medium Demand
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",94.928,3,31.642666666666667,27.438888121302096,3,0,Low Demand
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",172.672,7,24.66742857142857,7.6687512859470335,7,2,Medium Demand
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.888,10,13.2888,4.9908851319179846,10,2,Medium Demand
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44,7,31.919999999999998,18.429020592532854,7,2,Medium Demand
"Adams Telephone Message Books, 5 1/4” x 11”",80.936,5,16.1872,14.981148260397132,5,0,Low Demand
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.896,3,13.632,3.9352194347964886,3,0,Low Demand
Adjustable Depth Letter/Legal Cart,7439.860000000001,10,676.3509090909091,380.3819652805465,10,2,Medium Demand
Adjustable Personal File Tote,270.24800000000005,5,54.04960000000001,19.751873956665477,5,0,Low Demand
Adtran 1202752G1,1990.6419999999998,5,398.12839999999994,273.9522110018461,5,0,Low Demand
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1051.7759999999998,4,262.94399999999996,215.7989784591206,4,0,Low Demand
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",649.53,4,162.3825,92.35941763025578,4,0,Low Demand
Advantus Map Pennant Flags and Round Head Tacks,87.69,6,14.615,7.638936444296418,6,0,Low Demand
Advantus Motivational Note Cards,227.94,5,45.588,29.502642593503385,5,0,Low Demand
Advantus Panel Wall Acrylic Frame,87.52,5,17.503999999999998,13.150771916507411,5,0,Low Demand
Advantus Panel Wall Certificate Holder - 8.5x11,270.84,6,45.13999999999999,35.35053945840148,6,0,Low Demand
Advantus Plastic Paper Clips,225.0,10,22.5,13.07457243830346,10,2,Medium Demand
Advantus Push Pins,54.936,7,7.848,3.7251856329584436,7,2,Medium Demand
"Advantus Push Pins, Aluminum Head",139.44,5,27.887999999999998,19.443979016651916,5,0,Low Demand
Advantus Rolling Drawer Organizers,1115.92,6,185.98666666666668,140.85292002463657,6,0,Low Demand
Advantus Rolling Storage Box,428.75,10,42.875,20.01649833401326,10,2,Medium Demand
Advantus SlideClip Paper Clips,46.376000000000005,3,15.458666666666668,4.642278032747859,3,0,Low Demand
Advantus T-Pin Paper Clips,64.042,5,12.8084,6.064231262080958,5,0,Low Demand
Airmail Envelopes,1359.6660000000002,6,226.61100000000002,73.36077360279131,6,0,Low Demand
Akro Stacking Bins,91.524,6,15.254,5.526755865786004,6,0,Low Demand
Akro-Mils 12-Gallon Tote,113.202,4,28.3005,8.637768288163326,4,0,Low Demand
"Alliance Big Bands Rubber Bands, 12/Pack",9.9,2,4.95,1.4000714267493644,2,0,Low Demand
Alliance Rubber Bands,13.440000000000001,2,6.720000000000001,2.3758787847867997,2,0,Low Demand
"Alliance Super-Size Bands, Assorted Sizes",197.61200000000002,4,49.403000000000006,31.336439002115945,4,0,Low Demand
Alphabetical Labels for Top Tab Filing,488.4,8,61.05,34.94940506340149,8,2,Medium Demand
Aluminum Document Frame,244.39999999999998,5,48.879999999999995,26.716843975290196,5,0,Low Demand
Aluminum Screw Posts,354.032,11,32.18472727272727,22.69028633178043,11,2,Medium Demand
AmazonBasics 3-Button USB Wired Mouse,88.074,5,17.6148,3.9044015162377947,5,0,Low Demand
American Pencil,48.93,6,8.155,2.443724616236453,6,0,Low Demand
Ames Color-File Green Diamond Border X-ray Mailers,1360.476,4,340.119,212.6203775840876,4,0,Low Demand
Ampad #10 Peel & Seel Holiday Envelopes,53.760000000000005,3,17.92,8.959999999999999,3,0,Low Demand
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",16.568,3,5.522666666666667,2.803087821195286,3,0,Low Demand
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.72200000000001,8,13.340250000000001,8.850659212736643,8,2,Medium Demand
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",124.8,5,24.96,12.479999999999999,5,0,Low Demand
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",38.135999999999996,4,9.533999999999999,3.8164814511099965,4,0,Low Demand
Anderson Hickey Conga Table Tops & Accessories,51.782,2,25.891,2.153847255494227,2,0,Low Demand
"Angle-D Binders with Locking Rings, Label Holders",197.82999999999998,10,19.782999999999998,15.613014549834164,10,2,Medium Demand
Angle-D Ring Binders,39.384,6,6.564,5.18929764033631,6,0,Low Demand
Anker 24W Portable Micro USB Car Charger,61.544,2,30.772,6.216882820192123,2,0,Low Demand
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.83,6,56.63833333333333,21.51751184190836,6,0,Low Demand
Anker Astro 15000mAh USB Portable Charger,599.88,5,119.976,50.48742518687203,5,0,Low Demand
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,147.926,4,36.9815,15.782397230247797,4,0,Low Demand
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,499.75,5,99.95,102.08609409709044,5,0,Low Demand
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,491.836,4,122.959,92.46781575589782,4,0,Low Demand
Apple EarPods with Remote and Mic,251.91,4,62.9775,16.716069185068598,4,0,Low Demand
Apple iPhone 5,12996.600000000002,6,2166.1000000000004,1707.788187374535,6,1,High Demand
Apple iPhone 5C,1339.866,4,334.9665,246.21374306281115,4,0,Low Demand
Apple iPhone 5S,4901.914000000001,4,1225.4785000000002,1016.9703586232656,4,0,Low Demand
Array Memo Cubes,54.908,3,18.302666666666667,11.644443367260338,3,0,Low Demand
"Array Parchment Paper, Assorted Colors",62.608,3,20.869333333333334,13.52853064206654,3,0,Low Demand
Artistic Insta-Plaque,156.8,3,52.26666666666667,9.052852220893332,3,0,Low Demand
Assorted Color Push Pins,34.39,8,4.29875,2.1235153973675684,8,2,Medium Demand
Astroparche Fine Business Paper,144.672,6,24.112,14.063710577226766,6,0,Low Demand
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",1979.88,4,494.97,269.42754177453105,4,0,Low Demand
Ativa MDM8000 8-Sheet Micro-Cut Shredder,917.8979999999999,2,458.94899999999996,241.80364910811414,2,0,Low Demand
Ativa V4110MDD Micro-Cut Shredder,7699.89,2,3849.945,1484.9030272883144,2,1,High Demand
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",400.0268,2,200.0134,180.6225076581543,2,0,Low Demand
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7539.7122,8,942.464025,421.338536125734,8,2,Medium Demand
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5184.081,6,864.0135,449.3703925083405,6,2,Medium Demand
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5492.885,8,686.610625,455.32454236229523,8,2,Medium Demand
Avanti 1.7 Cu. Ft. Refrigerator,2221.56,4,555.39,264.09696919124235,4,0,Low Demand
Avanti 4.4 Cu. Ft. Refrigerator,3511.012,7,501.5731428571429,221.5839491986642,7,2,Medium Demand
Avaya 4621SW VoIP phone,709.92,4,177.48,0.0,4,0,Low Demand
Avaya 5410 Digital phone,231.166,2,115.583,9.615238010574668,2,0,Low Demand
Avaya 5420 Digital phone,1538.886,3,512.962,375.06820282716575,3,0,Low Demand
Avaya IP Phone 1140E VoIP phone,1394.95,1,1394.95,0.0,1,0,Low Demand
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65,2,10.325,2.920351006300441,2,0,Low Demand
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",137.808,6,22.968,15.52719688804132,6,0,Low Demand
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.412,11,112.12836363636364,112.46558265644894,11,2,Medium Demand
Avery 473,248.4,6,41.4,23.601631299552157,6,0,Low Demand
Avery 474,78.336,9,8.704,5.639540406806214,9,2,Medium Demand
Avery 475,266.4,4,66.6,44.39999999999999,4,0,Low Demand
Avery 476,120.596,9,13.399555555555557,5.47560405597207,9,2,Medium Demand
Avery 477,573.9639999999999,4,143.49099999999999,100.76441801217992,4,0,Low Demand
Avery 478,88.38,4,22.095,12.99063893732714,4,0,Low Demand
Avery 479,16.704,3,5.5680000000000005,2.678695951391274,3,0,Low Demand
Avery 48,90.72,3,30.24,22.992842364527274,3,0,Low Demand
Avery 480,89.25,6,14.875,9.667923768834754,6,0,Low Demand
Avery 481,91.168,5,18.233600000000003,9.408883291868381,5,0,Low Demand
Avery 482,11.56,2,5.78,4.087077195258245,2,0,Low Demand
Avery 483,83.664,6,13.944,2.4396917838120453,6,0,Low Demand
Avery 484,9.216,1,9.216,0.0,1,0,Low Demand
Avery 485,639.03,8,79.87875,39.587945292727674,8,2,Medium Demand
Avery 486,168.13,9,18.68111111111111,15.623195259328709,9,2,Medium Demand
Avery 487,84.87,7,12.124285714285715,8.905646555496606,7,2,Medium Demand
Avery 488,51.03,6,8.505,7.5046725444885345,6,0,Low Demand
Avery 489,159.39,5,31.877999999999997,9.440652519820862,5,0,Low Demand
Avery 49,66.816,6,11.136000000000001,5.836294714971135,6,0,Low Demand
Avery 490,177.6,5,35.519999999999996,14.947267308775874,5,0,Low Demand
Avery 491,45.43,3,15.143333333333333,12.911342661912947,3,0,Low Demand
Avery 492,53.568,5,10.7136,5.458340846814167,5,0,Low Demand
Avery 493,55.974000000000004,4,13.993500000000001,2.8205802594501717,4,0,Low Demand
Avery 494,56.376,6,9.395999999999999,6.6439753160288,6,0,Low Demand
Avery 495,97.02,4,24.255,17.62124002447047,4,0,Low Demand
Avery 496,50.25,4,12.5625,9.513969991544014,4,0,Low Demand
Avery 497,24.023999999999997,2,12.011999999999999,13.50291109353831,2,0,Low Demand
Avery 498,35.258,3,11.752666666666668,7.54358279157413,3,0,Low Demand
Avery 499,176.292,11,16.026545454545456,9.27355211732415,11,2,Medium Demand
Avery 5,5.76,1,5.76,0.0,1,0,Low Demand
Avery 50,235.564,5,47.1128,26.83878032251093,5,0,Low Demand
Avery 500,58.48,2,29.24,20.67580228189465,2,0,Low Demand
Avery 501,66.42,8,8.3025,4.596129520741182,8,2,Medium Demand
Avery 502,17.64,3,5.88,1.4549226783578566,3,0,Low Demand
Avery 503,124.2,3,41.4,10.350000000000003,3,0,Low Demand
Avery 505,372.96000000000004,7,53.28000000000001,18.953247742801235,7,2,Medium Demand
Avery 506,66.08,3,22.026666666666667,6.308679206722541,3,0,Low Demand
Avery 507,24.192,2,12.096,8.960457131195929,2,0,Low Demand
Avery 508,87.398,6,14.566333333333333,7.5151342148139095,6,0,Low Demand
Avery 509,32.364000000000004,4,8.091000000000001,5.4996112589891295,4,0,Low Demand
Avery 51,95.75999999999999,5,19.151999999999997,0.563489130329949,5,0,Low Demand
Avery 510,21.75,3,7.25,4.264680527307995,3,0,Low Demand
Avery 511,56.672,6,9.445333333333332,9.233153018696628,6,0,Low Demand
Avery 512,84.388,5,16.8776,5.683829941157635,5,0,Low Demand
Avery 513,72.708,3,24.236,20.565249524379713,3,0,Low Demand
Avery 514,47.808,4,11.952,4.896,4,0,Low Demand
Avery 515,62.650000000000006,2,31.325000000000003,8.860047968267443,2,0,Low Demand
Avery 516,109.64999999999999,4,27.412499999999998,20.996376473096493,4,0,Low Demand
Avery 517,44.28,4,11.07,6.736987457313543,4,0,Low Demand
Avery 518,106.47,8,13.30875,9.2984091381268,8,2,Medium Demand
Avery 519,121.34599999999999,6,20.22433333333333,7.75916700855618,6,0,Low Demand
Avery 52,68.634,6,11.439,4.638258078201341,6,0,Low Demand
Avery 520,46.620000000000005,5,9.324000000000002,8.158439188962555,5,0,Low Demand
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38,7,39.62571428571429,26.788406607550005,7,2,Medium Demand
Avery Arch Ring Binders,1318.87,10,131.887,74.90920519758126,10,2,Medium Demand
Avery Binder Labels,26.063,4,6.51575,4.831279773517571,4,0,Low Demand
Avery Binding System Hidden Tab Executive Style Index Sets,91.743,8,11.467875,8.844906434738906,8,2,Medium Demand
Avery Durable Binders,87.264,12,7.271999999999999,5.8343025757544105,12,2,Medium Demand
"Avery Durable Plastic 1"" Binders",116.224,7,16.603428571428573,14.685238380282232,6,2,Medium Demand
Avery Durable Poly Binders,82.95,6,13.825000000000001,13.025468636482913,6,0,Low Demand
Avery Durable Slant Ring Binders,51.480000000000004,5,10.296000000000001,6.434238416471681,5,0,Low Demand
Avery Durable Slant Ring Binders With Label Holder,77.33,8,9.66625,11.292494824313307,8,2,Medium Demand
"Avery Durable Slant Ring Binders, No Labels",89.55,9,9.95,6.107711682782677,9,2,Medium Demand
Avery File Folder Labels,113.472,13,8.728615384615384,4.34136256526415,13,2,Medium Demand
"Avery Flip-Chart Easel Binder, Black",239.466,4,59.8665,46.2775614850221,4,0,Low Demand
Avery Fluorescent Highlighter Four-Color Set,65.464,8,8.183,4.652081684579496,8,2,Medium Demand
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",99.80000000000001,6,16.633333333333336,12.915009479929417,6,0,Low Demand
Avery Hanging File Binders,105.846,6,17.641000000000002,12.54232831654474,6,0,Low Demand
Avery Heavy-Duty EZD  Binder With Locking Rings,92.628,5,18.5256,8.63007930438649,5,0,Low Demand
Avery Heavy-Duty EZD View Binder with Locking Rings,170.984,10,17.0984,17.784834108494426,10,2,Medium Demand
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",7.8,2,3.9,0.0,2,0,Low Demand
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",219.78,6,36.63,23.51882524277095,6,0,Low Demand
Avery Hi-Liter Fluorescent Desk Style Markers,20.279999999999998,2,10.139999999999999,9.560083681642121,2,0,Low Demand
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",26.08,2,13.04,0.0,2,0,Low Demand
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7,1,7.7,0.0,1,0,Low Demand
Avery Hi-Liter Smear-Safe Highlighters,114.464,5,22.8928,10.2691048879637,5,0,Low Demand
Avery Hidden Tab Dividers for Binding Systems,31.588,7,4.5125714285714285,4.778631005394148,7,2,Medium Demand
Avery Hole Reinforcements,116.501,9,12.944555555555556,7.230409395585965,9,2,Medium Demand
Avery Legal 4-Ring Binder,258.054,4,64.5135,41.16127718701968,4,0,Low Demand
Avery Metallic Poly Binders,135.80100000000002,6,22.6335,15.45082573521558,6,0,Low Demand
Avery Non-Stick Binders,217.316,20,10.8658,9.50755721352341,20,2,Medium Demand
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,68.172,3,22.724,11.533806310147575,3,0,Low Demand
Avery Personal Creations Heavyweight Cards,103.86,3,34.62,27.210918690849077,3,0,Low Demand
Avery Poly Binder Pockets,78.044,8,9.7555,9.05625780488671,8,2,Medium Demand
Avery Premier Heavy-Duty Binder with Round Locking Rings,191.352,7,27.336000000000002,29.71965652560608,7,2,Medium Demand
Avery Printable Repositionable Plastic Tabs,115.24000000000001,6,19.206666666666667,18.18379791646032,6,0,Low Demand
Avery Recycled Flexi-View Covers for Binding Systems,197.169,7,28.167,18.273664319634054,7,2,Medium Demand
Avery Reinforcements for Hole-Punch Pages,28.512,8,3.564,2.13514991109691,8,2,Medium Demand
Avery Round Ring Poly Binders,36.919999999999995,6,6.153333333333332,4.1220784401399575,6,0,Low Demand
Avery Self-Adhesive Photo Pockets for Polaroid Photos,143.01,11,13.00090909090909,11.863694512710156,11,2,Medium Demand
"Avery Trapezoid Extra Heavy Duty 4"" Binders",314.54999999999995,4,78.63749999999999,65.63531836595293,4,0,Low Demand
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",545.034,7,77.862,100.71413414213518,7,2,Medium Demand
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",25.83,6,4.305,4.4081387909184535,6,0,Low Demand
